City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
447,Mossendjo,CG,-2.9506,12.7261,67.82,98,100,1.59,overcast clouds
448,Mana,GF,5.6592,-53.7767,75.61,88,50,7.83,scattered clouds
449,Tessalit,ML,20.1986,1.0114,67.1,22,22,6.11,few clouds
450,Alihe,CN,50.5667,123.7167,-8.16,67,8,5.48,clear sky
451,Phetchaburi,TH,12.9667,99.5833,81.36,76,100,1.34,overcast clouds
452,Sur,OM,22.5667,59.5289,71.87,57,80,1.68,broken clouds
453,Isla Mujeres,MX,21.2311,-86.731,78.85,76,7,14.16,clear sky
454,Ust-Omchug,RU,61.15,149.6333,-13.86,96,100,6.38,overcast clouds
455,Kondoa,TZ,-4.9,35.7833,62.17,93,99,5.59,overcast clouds
456,Shitanjing,CN,39.2342,106.3439,10.99,19,0,3.27,clear sky
457,Bandarbeyla,SO,9.4942,50.8122,77.18,82,9,16.8,light rain
458,Mwinilunga,ZM,-11.7358,24.4293,59.38,98,61,2.19,moderate rain
459,Marzuq,YE,14.4,46.4667,58.93,64,0,1.88,clear sky
460,Ulladulla,AU,-35.35,150.4667,66.85,62,79,6.98,broken clouds
461,San Andres,CO,12.5847,-81.7006,82.42,74,20,11.5,few clouds
462,Chino Valley,US,34.7575,-112.4538,47.73,48,0,0.0,clear sky
463,Homer,US,59.6425,-151.5483,28.8,71,100,5.99,light snow
464,Borgustanskaya,RU,44.0547,42.5288,24.6,90,77,12.46,broken clouds
465,Asau,RO,46.4333,26.4,31.28,96,100,2.77,overcast clouds
466,Groningen,NL,53.25,6.75,42.17,92,100,4.61,mist
467,Barroso,BR,-21.1869,-43.9758,64.83,92,100,3.31,overcast clouds
468,Simojovel,MX,17.1391,-92.7103,67.59,99,57,2.06,light rain
469,Pemba,MZ,-12.974,40.5178,77.7,83,20,3.44,few clouds
470,Mporokoso,ZM,-9.3727,30.125,60.87,97,100,3.31,light rain
471,Santa Catalina,PH,9.3337,122.8637,84.85,72,72,12.19,broken clouds
472,Palafrugell,ES,41.9174,3.1631,44.35,81,0,5.44,clear sky
473,Lengshuitan,CN,26.4111,111.5956,32.88,80,100,7.63,overcast clouds
474,Rosarito,MX,32.3333,-117.0333,56.35,68,1,3.2,clear sky
475,Las Guacamayas,MX,18.0167,-102.2167,75.74,85,26,2.91,scattered clouds
476,Portree,GB,57.4129,-6.1942,48.52,97,100,11.77,overcast clouds
477,Portland,US,45.5234,-122.6762,43.21,92,40,8.99,scattered clouds
478,Oistins,BB,13.0667,-59.5333,78.89,78,40,13.8,scattered clouds
479,Plouzane,FR,48.3833,-4.6167,39.25,93,20,10.36,few clouds
480,Guanica,PR,17.9716,-66.908,77.18,75,0,5.84,clear sky
481,Lezajsk,PL,50.2626,22.4193,34.12,94,71,1.99,broken clouds
482,Kurdzhinovo,RU,43.9884,40.9552,43.2,51,21,4.47,few clouds
483,Mnogovershinnyy,RU,53.9353,139.9242,-2.43,89,100,19.48,overcast clouds
484,Siocon,PH,7.7061,122.1353,85.5,69,100,2.48,overcast clouds
485,Buala,SB,-8.145,159.5921,83.97,73,98,5.12,light rain
486,Bouca,CF,6.5105,18.2733,68.4,91,90,3.44,overcast clouds
487,Maceio,BR,-9.6658,-35.7353,76.44,88,40,8.05,scattered clouds
488,Balaipungut,ID,1.05,101.2833,80.44,83,97,1.7,overcast clouds
489,Conceicao Das Alagoas,BR,-19.9147,-48.3883,78.58,77,30,4.99,scattered clouds
490,Ust-Kuyga,RU,70.0167,135.6,-7.56,97,100,10.49,light snow
491,Ayan,RU,56.45,138.1667,-4.41,82,100,23.71,overcast clouds
492,Mormugao,IN,15.4,73.8,72.66,53,4,8.05,haze
493,Brae,GB,60.3964,-1.353,48.18,84,100,23.8,overcast clouds
494,Grand-Lahou,CI,5.1367,-5.0242,77.94,85,23,4.38,few clouds
495,Acarau,BR,-2.8856,-40.12,79.09,75,93,12.93,moderate rain
496,Pozo Colorado,PY,-23.4923,-58.7972,78.53,59,41,5.41,scattered clouds
497,Andros Town,BS,24.7,-77.7667,75.16,77,19,13.15,few clouds
498,Zhigansk,RU,66.7697,123.3711,-29.63,98,84,7.83,broken clouds
499,Port-Cartier,CA,50.0334,-66.8654,32.22,99,100,16.84,snow
500,Matara,LK,5.9485,80.5353,77.32,85,100,2.89,overcast clouds
501,Vrede,ZA,-27.4257,29.1659,53.02,63,1,1.36,clear sky
502,Khandbari,NP,27.3747,87.2039,60.98,50,0,1.34,clear sky
503,Lakes Entrance,AU,-37.8811,147.981,63.16,66,18,10.31,few clouds
504,Adrar,MR,20.5022,-10.0711,65.77,21,48,10.07,scattered clouds
505,Yingcheng,CN,30.95,113.55,34.9,28,100,10.74,overcast clouds
506,Dvurechensk,RU,56.5982,61.0953,10.78,96,100,3.15,overcast clouds
507,Kinshasa,CD,-4.3246,15.3215,75.58,94,75,3.44,broken clouds
508,Lake Charles,US,30.2131,-93.2044,51.78,55,0,9.22,clear sky
509,Minas De Barroteran,MX,27.6333,-101.2833,54.37,45,98,6.55,overcast clouds
510,Arkhangelsk,RU,64.5401,40.5433,15.91,92,75,0.0,broken clouds
511,La Asuncion,VE,11.0333,-63.8628,76.23,82,4,9.31,clear sky
512,Tramore,IE,52.1624,-7.1524,51.1,77,99,8.99,overcast clouds
513,Nioro,GM,13.35,-15.75,73.85,42,74,6.29,broken clouds
514,Saint Anthony,US,45.0205,-93.218,15.73,74,0,10.36,clear sky
515,Raga,SS,8.4596,25.678,75.38,50,100,2.3,overcast clouds
516,Mayo,US,38.8876,-76.5119,47.95,42,0,12.66,clear sky
517,Funchal,PT,32.6333,-16.9,69.71,88,75,3.44,broken clouds
518,Ixtapa,MX,20.7,-105.2,76.23,83,40,0.0,scattered clouds
519,Ambon,ID,-3.6954,128.1814,86.14,74,40,2.3,scattered clouds
520,Ucluelet,CA,48.9329,-125.5528,34.09,84,93,4.81,overcast clouds
521,Gamboula,CF,4.1178,15.1393,66.65,98,100,1.72,overcast clouds
522,Sorong,ID,-0.8833,131.25,79.38,84,100,6.15,overcast clouds
523,Pedra,BR,-8.4969,-36.9408,69.48,88,98,4.05,overcast clouds
524,Vila Nova De Milfontes,PT,37.7238,-8.7828,55.26,91,100,1.5,overcast clouds
525,Caxito,AO,-8.5785,13.6643,74.88,88,100,1.72,overcast clouds
526,Amuntai,ID,-2.4177,115.2494,86.56,65,71,2.17,broken clouds
527,Suntar,RU,62.1444,117.6319,-17.07,96,100,4.7,overcast clouds
528,Dzhebariki-Khaya,RU,62.2167,135.8,-30.82,94,100,2.64,overcast clouds
529,Daru,PG,-9.0763,143.2092,85.46,65,100,8.12,overcast clouds
530,Hirara,JP,24.8,125.2833,70.07,88,75,20.71,mist
531,Lincoln,US,40.8,-96.667,23.14,62,0,4.61,clear sky
532,Ouango,CF,4.3133,22.5552,68.31,99,100,1.63,overcast clouds
533,Xuddur,SO,4.1213,43.8894,69.66,85,95,11.65,overcast clouds
534,Walbrzych,PL,50.7714,16.2843,30.49,87,100,3.06,overcast clouds
535,Casablanca,MA,33.5928,-7.6192,51.82,77,100,7.16,overcast clouds
536,Polson,US,47.6936,-114.1632,29.48,78,100,4.0,light snow
537,Wao,PH,7.6833,124.6833,75.0,70,100,8.93,overcast clouds
538,Krasnoselkup,RU,65.7,82.4667,-1.35,97,100,10.65,overcast clouds
539,Bakchar,RU,57.0186,82.0711,-18.27,100,7,2.57,clear sky
540,Maningrida,AU,-12.0667,134.2667,91.42,33,88,4.43,overcast clouds
541,Orlik,RU,52.5178,99.825,-20.52,93,9,2.57,clear sky
542,Madimba,TZ,-10.4,40.3333,75.42,89,27,4.83,light rain
543,Cururupu,BR,-1.8283,-44.8683,74.05,96,43,3.0,scattered clouds
544,Salina,US,38.8403,-97.6114,28.94,64,0,8.05,clear sky
545,Vincennes,FR,48.85,2.4333,41.94,92,100,9.22,mist
546,Maamba,ZM,-17.3667,27.15,69.75,73,60,2.57,broken clouds
547,Qostanay,KZ,53.1667,63.5833,-10.91,77,0,11.18,clear sky
548,Abnub,EG,27.2696,31.1511,55.62,50,0,2.73,clear sky
549,Satis,RU,54.9229,43.2298,7.56,97,21,1.9,few clouds
550,Shizunai,JP,42.3339,142.3669,30.09,63,100,24.09,light snow
551,Salsk,RU,46.4725,41.5428,29.03,61,51,19.91,broken clouds
552,Hobyo,SO,5.3505,48.5268,78.4,81,85,12.28,overcast clouds
553,Anadyr,RU,64.75,177.4833,30.7,86,20,29.08,few clouds
554,Solnechnyy,RU,50.7214,136.6319,-2.87,76,61,3.53,broken clouds
555,Soyo,AO,-6.1349,12.3689,77.09,81,100,4.79,overcast clouds
556,Ganzhou,CN,28.8184,115.4327,32.56,89,100,5.86,light snow
557,Port Augusta,AU,-32.5,137.7667,80.1,27,7,10.6,clear sky
558,Havelock,US,34.8791,-76.9013,62.55,88,75,11.5,broken clouds
559,Abu Samrah,SY,35.3029,37.1841,52.88,92,59,4.0,broken clouds
560,Andenes,NO,69.3143,16.1194,39.18,81,100,4.61,overcast clouds
561,Limoeiro De Anadia,BR,-9.7406,-36.5028,71.74,94,100,6.42,moderate rain
562,Carndonagh,IE,55.25,-7.2667,49.48,95,100,8.16,overcast clouds
563,Zalesovo,RU,53.9939,84.7431,-9.9,90,2,4.23,clear sky
564,Akonolinga,CM,3.7667,12.25,68.22,91,100,2.48,overcast clouds
565,Askiz,RU,53.1319,90.5264,-16.08,94,6,2.91,clear sky
566,Natal,BR,-5.795,-35.2094,81.25,73,40,9.22,scattered clouds
567,Tuatapere,NZ,-46.1333,167.6833,57.31,61,72,13.15,broken clouds
568,Callaway,US,30.153,-85.5699,62.65,74,67,8.01,broken clouds
569,Las Vegas,US,36.175,-115.1372,52.16,30,20,5.75,few clouds
570,Kidal,ML,18.4411,1.4078,69.94,23,98,5.06,overcast clouds
571,Boyolangu,ID,-8.1181,111.8935,81.21,70,63,6.98,broken clouds
572,Sisimiut,GL,66.9395,-53.6735,14.94,81,98,25.32,overcast clouds
573,Muli,MV,2.9167,73.5667,80.76,69,30,2.77,scattered clouds
574,Denpasar,ID,-8.65,115.2167,85.71,70,20,11.5,few clouds
575,Alamos,MX,27.0167,-108.9333,64.78,36,45,1.86,scattered clouds
576,Koutsouras,GR,35.0339,25.9469,63.1,85,64,15.57,light rain
577,Requena,ES,39.4883,-1.1004,45.79,82,100,3.29,overcast clouds
578,Lahad Datu,MY,5.0268,118.327,80.87,85,90,3.8,overcast clouds
579,Mattru,SL,7.6244,-11.8332,73.69,96,93,2.48,overcast clouds
580,Karratha,AU,-20.7377,116.8463,92.17,31,0,8.23,clear sky
581,Jardim,BR,-21.4803,-56.1381,74.03,62,8,4.14,clear sky
582,Sovetskiy,RU,61.3614,63.5842,-3.19,99,84,2.84,broken clouds
583,Civitavecchia,IT,42.0933,11.7967,49.57,74,95,1.99,overcast clouds
584,Macusani,PE,-14.0833,-70.4333,37.76,77,40,1.92,scattered clouds
585,Moranbah,AU,-22.0016,148.0466,76.44,57,96,14.41,overcast clouds
586,Myitkyina,MM,25.3833,97.4,67.75,56,65,2.19,broken clouds
587,Mecca,SA,21.4267,39.8261,76.55,73,3,1.95,clear sky
588,Birjand,IR,32.8663,59.2211,39.67,38,0,6.91,clear sky
589,Dwarka,IN,22.2394,68.9678,73.02,55,0,9.78,clear sky
590,Bogande,BF,12.9714,-0.1436,72.18,23,95,6.78,overcast clouds
591,Klamath Falls,US,42.2249,-121.7817,35.51,82,100,19.57,light snow
592,Davila,PH,18.4726,120.5763,87.78,77,91,20.89,light rain
593,Ures,MX,29.4333,-110.4,64.09,35,99,2.46,overcast clouds
594,Thohoyandou,ZA,-22.9456,30.485,58.35,73,0,3.22,clear sky
595,Kemijarvi,FI,66.7131,27.4306,25.5,97,100,1.57,snow
596,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,59,40,8.95,scattered clouds
597,Terme,TR,41.2092,36.9739,49.93,82,33,2.42,scattered clouds
598,Mgandu,TZ,-5.95,34.1333,61.77,82,98,4.94,overcast clouds
599,Mandali,IQ,33.7499,45.5541,63.81,59,16,5.53,few clouds
600,Bambanglipuro,ID,-7.95,110.2833,82.26,67,100,5.75,overcast clouds
601,Zhanakorgan,KZ,43.9098,67.2495,21.49,72,10,5.84,clear sky
602,Nagato,JP,34.3833,131.2,47.44,59,90,15.03,overcast clouds
603,Khandyga,RU,62.6667,135.6,-31.18,93,100,1.7,overcast clouds
604,Lagoa,PT,39.05,-27.9833,61.48,75,0,6.15,clear sky
605,Paso De Los Toros,UY,-32.8167,-56.5167,75.83,66,49,16.46,scattered clouds
606,Ustrzyki Dolne,PL,49.4304,22.5938,30.99,100,89,6.44,overcast clouds
607,Brun,AM,39.5349,46.3073,31.26,99,98,1.68,overcast clouds
608,Viedma,AR,-40.8135,-62.9967,55.9,67,53,10.4,broken clouds
609,Asbe Teferi,ET,9.0833,40.8667,54.9,57,1,2.04,clear sky
610,Jumla,NP,29.2747,82.1838,43.95,17,0,4.99,clear sky
611,Iranshahr,IR,27.2025,60.6848,61.14,21,0,0.0,clear sky
612,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.71,82,99,7.99,overcast clouds
613,Balud,PH,10.1476,123.6953,85.96,79,98,14.32,overcast clouds
614,Souillac,MU,-20.5167,57.5167,70.18,88,75,4.61,broken clouds
615,Kavali,IN,14.9167,79.9833,76.82,83,5,6.69,clear sky
616,Lubango,AO,-14.9172,13.4925,61.9,84,100,2.08,overcast clouds
617,Thinadhoo,MV,0.5333,72.9333,80.67,64,26,4.63,scattered clouds
618,Susanville,US,40.4163,-120.653,39.04,45,100,18.41,overcast clouds
619,Kautokeino,NO,69.0125,23.0412,22.51,97,100,2.42,overcast clouds
620,Mackenzie,CA,55.2999,-123.1698,-5.58,45,0,10.36,clear sky
621,Kholodnyy,RU,62.7167,147.95,-18.13,93,100,4.54,overcast clouds
622,Nkhotakota,MW,-12.9274,34.2961,71.83,87,100,5.14,moderate rain
623,Naranjal,EC,-2.6667,-79.6167,73.74,84,52,3.04,broken clouds
624,Landeck,AT,47.1301,10.5636,35.62,92,97,3.4,overcast clouds
625,Novyy Yegorlyk,RU,46.3927,41.8716,28.96,60,30,20.15,scattered clouds
626,Henties Bay,NA,-22.116,14.2845,59.95,89,6,5.35,clear sky
627,Nyimba,ZM,-14.5566,30.8149,64.0,94,1,3.0,clear sky
628,Mae Sai,TH,20.4335,99.8762,74.52,82,100,0.98,overcast clouds
629,Port Hedland,AU,-20.3167,118.5667,93.25,52,10,12.66,clear sky
630,Oroville,US,39.5138,-121.5564,53.6,50,0,12.66,clear sky
631,Warwick,US,41.7001,-71.4162,54.1,85,100,10.36,overcast clouds
632,Hargeysa,SO,9.56,44.065,56.41,96,28,9.95,scattered clouds
633,Tunceli,TR,39.1083,39.5471,46.42,85,53,2.04,broken clouds
634,Marathon,US,44.9,-89.7668,15.55,74,100,18.41,overcast clouds
635,Warrington,GB,53.3925,-2.5802,43.52,95,100,5.75,overcast clouds
636,Mangrol,IN,21.1167,70.1167,69.96,44,0,9.82,clear sky
637,Abu Zabad,SD,12.35,29.25,73.65,20,44,9.08,scattered clouds
638,Hibbing,US,47.4272,-92.9377,10.56,46,100,13.8,overcast clouds
639,Beyneu,KZ,45.3167,55.2,22.12,29,0,6.42,clear sky
640,Imeni Poliny Osipenko,RU,52.4201,136.4853,-3.14,77,73,8.59,broken clouds
641,Riverton,US,40.5219,-111.9391,39.7,51,0,19.57,clear sky
642,Kabinda,CD,-6.1333,24.4833,65.16,99,100,3.56,light rain
643,Emba,KZ,48.8264,58.1442,11.91,50,1,9.86,clear sky
644,Sawtell,AU,-30.3833,153.1,64.18,88,75,12.66,moderate rain
645,Marfino,RU,55.7028,37.3822,9.09,84,100,2.24,overcast clouds
646,Fort Nelson,CA,58.8053,-122.7002,-20.61,76,0,6.91,clear sky
647,Carauari,BR,-4.8828,-66.8958,77.99,84,95,1.97,overcast clouds
648,Timmins,CA,48.4669,-81.3331,24.62,68,100,12.66,overcast clouds
649,Paamiut,GL,61.994,-49.6678,24.73,79,94,41.32,overcast clouds
650,Cherepovets,RU,59.1333,37.9,-0.58,85,0,0.0,clear sky
651,Zhezkazgan,KZ,47.8043,67.7144,15.78,92,100,6.71,overcast clouds
652,Riviere-Au-Renard,CA,48.9957,-64.3971,34.09,96,100,29.59,overcast clouds
653,Buckeye,US,33.3703,-112.5838,63.45,49,20,5.75,few clouds
654,Bol,TD,13.4586,14.7147,71.82,35,29,11.48,scattered clouds
655,Boueni,YT,-12.9025,45.0761,78.78,72,0,0.78,clear sky
656,Abu Dhabi,AE,24.4667,54.3667,72.97,76,100,0.0,overcast clouds
657,Villa Guerrero,MX,18.8667,-99.65,61.18,73,47,3.27,light rain
658,Lakhdenpokhya,RU,61.5198,30.1992,25.66,96,97,1.59,overcast clouds
659,Gobo,JP,33.8833,135.15,51.03,58,28,19.84,scattered clouds
660,Pirgos,GR,35.1167,25.7178,62.62,85,21,14.94,few clouds
661,Dunedin,NZ,-45.8742,170.5036,54.81,78,94,14.0,overcast clouds
662,Senanga,ZM,-16.1167,23.2667,67.37,72,50,4.85,scattered clouds
663,Igarka,RU,67.4667,86.5833,2.35,97,100,9.22,overcast clouds
664,Mbala,ZM,-8.8402,31.3659,60.28,94,100,4.65,light rain
665,Utraula,IN,27.3167,82.4167,64.44,59,0,6.08,clear sky
666,Tuy Hoa,VN,13.0833,109.3,79.99,85,84,13.51,broken clouds
667,Nuevo Progreso,MX,23.1667,-97.95,61.47,89,100,20.11,overcast clouds
668,Veraval,IN,20.9,70.3667,73.53,41,0,10.78,clear sky
669,Sulangan,PH,11.1373,123.7228,81.93,80,95,15.37,overcast clouds
670,Woodhaven,US,42.1389,-83.2416,32.09,60,100,19.57,overcast clouds
671,Hirata,JP,35.4333,132.8167,48.22,57,75,17.27,broken clouds
672,Gao,ML,16.6362,1.637,71.2,21,68,9.17,broken clouds
